id,url,title,title_clean,published_at,year,month,year_month,view_count,label_klarifikasi,topic,topic_name,word_count
39560,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-gempa-di-malang-dan-blitar-pada-21-januari-2022,[DISINFORMASI] Gempa di Malang dan Blitar pada 21 Januari 2022,Gempa di Malang dan Blitar pada 21 Januari 2022,2022-01-24 05:30:55,2022,1,2022-01,2970,DISINFORMASI,53,"Bencana, Banjir, dan Cuaca Ekstrem",137
39559,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-foto-korban-longsor-di-lebakbarang-pekalongan,[DISINFORMASI] Foto Korban Longsor di Lebakbarang Pekalongan,Foto Korban Longsor di Lebakbarang Pekalongan,2022-01-24 05:30:45,2022,1,2022-01,2000,DISINFORMASI,75,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,103
39558,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-akun-facebook-mengatasnamakan-anggota-dprd-padangsidimpuan,[HOAKS] Akun Facebook Mengatasnamakan Anggota DPRD Padangsidimpuan,Akun Facebook Mengatasnamakan Anggota DPRD Padangsidimpuan,2022-01-24 05:30:34,2022,1,2022-01,1988,HOAKS,2,Akun Facebook Palsu Mengatasnamakan Tokoh/Pejabat,129
39548,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-whatsapp-undangan-rapat-kerja-peningkatan-kinerja-tenaga-kesehatan-dinkes-semarang-oleh-kadinkes-semarang,[HOAKS] WhatsApp Undangan Rapat Kerja Peningkatan Kinerja Tenaga Kesehatan Dinkes Semarang oleh Kadinkes Semarang,WhatsApp Undangan Rapat Kerja Peningkatan Kinerja Tenaga Kesehatan Dinkes Semarang oleh Kadinkes Semarang,2022-01-23 06:27:45,2022,1,2022-01,2027,HOAKS,0,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,85
39547,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-akun-facebook-mengatasnamakan-bupati-ketapang,[HOAKS] Akun Facebook Mengatasnamakan Bupati Ketapang,Akun Facebook Mengatasnamakan Bupati Ketapang,2022-01-23 06:27:37,2022,1,2022-01,2309,HOAKS,2,Akun Facebook Palsu Mengatasnamakan Tokoh/Pejabat,131
39536,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-data-pfizer-6-bulan-menunjukkan-vaksin-lebih-banyak-sebabkan-penyakit-daripada-manfaatnya,[DISINFORMASI] Data Pfizer 6 Bulan Menunjukkan Vaksin Lebih Banyak Sebabkan Penyakit daripada Manfaatnya,Data Pfizer 6 Bulan Menunjukkan Vaksin Lebih Banyak Sebabkan Penyakit daripada Manfaatnya,2022-01-22 06:34:34,2022,1,2022-01,3308,DISINFORMASI,3,Kesehatan dan Vaksin COVID-19,177
39535,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-email-terkait-skpj-mengatasnamakan-bea-cukai-tanjung-priok,[HOAKS] Email Terkait SKPJ Mengatasnamakan Bea Cukai Tanjung Priok,Email Terkait SKPJ Mengatasnamakan Bea Cukai Tanjung Priok,2022-01-22 06:34:23,2022,1,2022-01,4262,HOAKS,5,Surat/Undangan Palsu Mengatasnamakan Instansi,86
39534,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-surat-penunjukan-penyedia-barang-jasa-kementerian-kesehatan-republik-indonesia-tahun-2022,[HOAKS] Surat Penunjukan Penyedia Barang/Jasa Kementerian Kesehatan Republik Indonesia Tahun 2022,Surat Penunjukan Penyedia Barang/Jasa Kementerian Kesehatan Republik Indonesia Tahun 2022,2022-01-22 06:34:05,2022,1,2022-01,2100,HOAKS,5,Surat/Undangan Palsu Mengatasnamakan Instansi,180
39533,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-anies-perkenalkan-jakarta-jadi-waterpark,[HOAKS] Anies Perkenalkan Jakarta jadi Waterpark,Anies Perkenalkan Jakarta jadi Waterpark,2022-01-22 06:33:55,2022,1,2022-01,2013,HOAKS,61,"Isu Politik, Korupsi, dan Tokoh Publik",76
39510,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-guru-ngaji-di-balangan-lumpuh-setelah-divaksin,[HOAKS] Guru Ngaji di Balangan Lumpuh Setelah Divaksin,Guru Ngaji di Balangan Lumpuh Setelah Divaksin,2022-01-21 07:02:07,2022,1,2022-01,2145,HOAKS,3,Kesehatan dan Vaksin COVID-19,173
39509,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-pemain-tenis-australia-open-pingsan-saat-bertanding-akibat-vaksinasi-covid-19,[DISINFORMASI] Pemain Tenis Australia Open Pingsan saat Bertanding Akibat Vaksinasi Covid-19,Pemain Tenis Australia Open Pingsan saat Bertanding Akibat Vaksinasi Covid-19,2022-01-21 07:01:57,2022,1,2022-01,1814,DISINFORMASI,3,Kesehatan dan Vaksin COVID-19,148
39508,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-lowongan-kerja-dinas-pendidikan-kabupaten-gresik,[HOAKS] Lowongan Kerja Dinas Pendidikan Kabupaten Gresik,Lowongan Kerja Dinas Pendidikan Kabupaten Gresik,2022-01-21 07:01:45,2022,1,2022-01,2267,HOAKS,4,Rekrutmen dan Lowongan Kerja Palsu,77
39507,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-pemindahan-ibu-kota-ke-kalimantan-timur-program-pki-tahun-1955,[HOAKS] Pemindahan Ibu Kota ke Kalimantan Timur Program PKI Tahun 1955,Pemindahan Ibu Kota ke Kalimantan Timur Program PKI Tahun 1955,2022-01-21 07:01:33,2022,1,2022-01,2926,HOAKS,83,Topik Lainnya,60
39506,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-akun-whatsapp-mengatasnamakan-wakil-bupati-sukoharjo-drs-h-agus-santosa,[HOAKS] Akun WhatsApp Mengatasnamakan Wakil Bupati Sukoharjo Drs. H. Agus Santosa,Akun WhatsApp Mengatasnamakan Wakil Bupati Sukoharjo Drs. H. Agus Santosa,2022-01-21 07:01:15,2022,1,2022-01,1829,HOAKS,0,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,100
39505,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-akun-whatsapp-mengatasnamakan-wali-kota-dan-wakil-wali-kota-blitar,[HOAKS] Akun WhatsApp Mengatasnamakan Wali Kota dan Wakil Wali Kota Blitar,Akun WhatsApp Mengatasnamakan Wali Kota dan Wakil Wali Kota Blitar,2022-01-21 07:00:58,2022,1,2022-01,1846,HOAKS,0,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,107
39480,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-video-prediksi-meteor-jatuh-di-indonesia-pada-7-mei-2022,[DISINFORMASI] Video Prediksi Meteor Jatuh di Indonesia pada 7 Mei 2022,Video Prediksi Meteor Jatuh di Indonesia pada 7 Mei 2022,2022-01-20 05:38:54,2022,1,2022-01,3583,DISINFORMASI,56,"Bencana, Banjir, dan Cuaca Ekstrem",82
39479,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-swab-test-mengakibatkan-kerusakan-kelenjar-pineal,[HOAKS] Swab Test Mengakibatkan Kerusakan Kelenjar Pineal,Swab Test Mengakibatkan Kerusakan Kelenjar Pineal,2022-01-20 05:38:46,2022,1,2022-01,2387,HOAKS,58,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,113
39478,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-video-tsunami-di-tonga-pada-15-januari-2022,[DISINFORMASI] Video Tsunami di Tonga pada 15 Januari 2022,Video Tsunami di Tonga pada 15 Januari 2022,2022-01-20 05:38:38,2022,1,2022-01,2705,DISINFORMASI,27,"Bencana, Banjir, dan Cuaca Ekstrem",61
39477,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-gambar-calon-gubernur-dan-wakil-gubernur-bali-2024,[HOAKS] Gambar Calon Gubernur dan Wakil Gubernur Bali 2024,Gambar Calon Gubernur dan Wakil Gubernur Bali 2024,2022-01-20 05:38:27,2022,1,2022-01,6480,HOAKS,80,"Isu Politik, Korupsi, dan Tokoh Publik",70
39476,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-foto-jalan-rusak-dan-masjid-roboh-karena-gempa-banten-2022,[DISINFORMASI] Foto Jalan Rusak dan Masjid Roboh karena Gempa Banten 2022,Foto Jalan Rusak dan Masjid Roboh karena Gempa Banten 2022,2022-01-20 05:38:09,2022,1,2022-01,2141,DISINFORMASI,53,"Bencana, Banjir, dan Cuaca Ekstrem",82
39461,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-jepang-mendeklarasikan-berakhirnya-corona,[DISINFORMASI] Jepang Mendeklarasikan Berakhirnya Corona,Jepang Mendeklarasikan Berakhirnya Corona,2022-01-19 04:19:41,2022,1,2022-01,3974,DISINFORMASI,6,COVID-19 dan Virus Corona,104
39460,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-peringatan-tsunami-di-pelabuhan-ratu,[HOAKS] Peringatan Tsunami di Pelabuhan Ratu,Peringatan Tsunami di Pelabuhan Ratu,2022-01-19 04:19:33,2022,1,2022-01,4020,HOAKS,37,"Bencana, Banjir, dan Cuaca Ekstrem",82
39459,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-gempa-6-7-m-di-banten-berpusat-di-gunung-krakatau,"[DISINFORMASI] Gempa 6,7 M di Banten Berpusat di Gunung Krakatau","Gempa 6,7 M di Banten Berpusat di Gunung Krakatau",2022-01-19 04:19:25,2022,1,2022-01,3230,DISINFORMASI,37,"Bencana, Banjir, dan Cuaca Ekstrem",127
39458,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-kepala-bnpb-dan-satgas-penanganan-covid-19-letjen-tni-suharyanto-melakukan-kunjungan-ke-negara-israel,[HOAKS] Kepala BNPB dan Satgas Penanganan Covid-19 Letjen TNI Suharyanto Melakukan Kunjungan ke Negara Israel,Kepala BNPB dan Satgas Penanganan Covid-19 Letjen TNI Suharyanto Melakukan Kunjungan ke Negara Israel,2022-01-19 04:19:16,2022,1,2022-01,2457,HOAKS,28,Topik Lainnya,135
39457,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-waspada-gunung-kelud-siaga-1-akan-erupsi,[DISINFORMASI] Waspada Gunung Kelud Siaga 1 akan Erupsi,Waspada Gunung Kelud Siaga 1 akan Erupsi,2022-01-19 04:19:00,2022,1,2022-01,5125,DISINFORMASI,46,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,87
39456,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-akun-whatsapp-mengatasnamakan-camat-rappocini,[HOAKS] Akun WhatsApp Mengatasnamakan Camat Rappocini,Akun WhatsApp Mengatasnamakan Camat Rappocini,2022-01-19 04:18:53,2022,1,2022-01,1514,HOAKS,0,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,77
39435,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-rekrutmen-karyawan-pt-bri-persero-tbk,[HOAKS] Rekrutmen Karyawan PT BRI (Persero) Tbk,Rekrutmen Karyawan PT BRI (Persero) Tbk,2022-01-18 05:09:52,2022,1,2022-01,7160,HOAKS,16,Rekrutmen dan Lowongan Kerja Palsu,74
39434,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-vaksin-covid-19-adalah-konspirasi-presiden-dan-menteri-kesehatan,[HOAKS] Vaksin Covid-19 Adalah Konspirasi Presiden dan Menteri Kesehatan,Vaksin Covid-19 Adalah Konspirasi Presiden dan Menteri Kesehatan,2022-01-18 05:09:44,2022,1,2022-01,10780,HOAKS,3,Kesehatan dan Vaksin COVID-19,156
39433,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-pernyataan-ceo-pfizer-tentang-keterbatasan-kemanjuran-dua-dosis-vaksin-covid-19,[DISINFORMASI] Pernyataan CEO Pfizer Tentang Keterbatasan Kemanjuran Dua Dosis Vaksin Covid-19,Pernyataan CEO Pfizer Tentang Keterbatasan Kemanjuran Dua Dosis Vaksin Covid-19,2022-01-18 05:09:34,2022,1,2022-01,2937,DISINFORMASI,3,Kesehatan dan Vaksin COVID-19,155
39432,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-video-pakar-amerika-dan-eropa-sebut-vaksin-covid-19-membahayakan-kesehatan,[HOAKS] Video Pakar Amerika dan Eropa Sebut Vaksin Covid-19 Membahayakan Kesehatan,Video Pakar Amerika dan Eropa Sebut Vaksin Covid-19 Membahayakan Kesehatan,2022-01-18 05:09:24,2022,1,2022-01,3213,HOAKS,3,Kesehatan dan Vaksin COVID-19,101
39431,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-video-jembatan-kayu-ambruk-di-samarinda,[DISINFORMASI] Video Jembatan Kayu Ambruk di Samarinda,Video Jembatan Kayu Ambruk di Samarinda,2022-01-18 05:09:14,2022,1,2022-01,2047,DISINFORMASI,82,Topik Lainnya,69
39430,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-surat-panggilan-seleksi-karyawan-pt-kai,[HOAKS] Surat Panggilan Seleksi Karyawan PT KAI,Surat Panggilan Seleksi Karyawan PT KAI,2022-01-18 05:08:59,2022,1,2022-01,4010,HOAKS,16,Rekrutmen dan Lowongan Kerja Palsu,172
39429,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-akun-whatsapp-mengatasnamakan-sekretaris-disdagperinkopukm-kabupaten-buleleng,[HOAKS] Akun WhatsApp Mengatasnamakan Sekretaris Disdagperinkopukm Kabupaten Buleleng,Akun WhatsApp Mengatasnamakan Sekretaris Disdagperinkopukm Kabupaten Buleleng,2022-01-18 05:08:50,2022,1,2022-01,1498,HOAKS,0,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,108
39428,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-pesan-singkat-pemenang-undian-shopee-berhadiah-cek-tunai-rp185-juta,[HOAKS] Pesan Singkat Pemenang Undian Shopee Berhadiah Cek Tunai Rp185 Juta,Pesan Singkat Pemenang Undian Shopee Berhadiah Cek Tunai Rp185 Juta,2022-01-18 05:08:39,2022,1,2022-01,8008,HOAKS,0,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,62
39413,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-vaksin-mrna-sebabkan-kematian-pada-lansia,[DISINFORMASI] Vaksin mRNA Sebabkan Kematian pada Lansia,Vaksin mRNA Sebabkan Kematian pada Lansia,2022-01-17 04:46:16,2022,1,2022-01,3113,DISINFORMASI,35,Kesehatan dan Vaksin COVID-19,114
39412,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-masjid-roboh-akibat-gempa-banten-pada-14-januari-2022,[DISINFORMASI] Masjid Roboh akibat Gempa Banten pada 14 Januari 2022,Masjid Roboh akibat Gempa Banten pada 14 Januari 2022,2022-01-17 04:45:47,2022,1,2022-01,2519,DISINFORMASI,53,"Bencana, Banjir, dan Cuaca Ekstrem",69
39411,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tiket-motogp-mandalika-sudah-ludes-formula-e-apbd-nya-yang-sudah-ludes,"[HOAKS] Tiket MotoGP Mandalika Sudah Ludes, Formula E APBD-nya yang Sudah Ludes","Tiket MotoGP Mandalika Sudah Ludes, Formula E APBD-nya yang Sudah Ludes",2022-01-17 04:45:32,2022,1,2022-01,2336,HOAKS,17,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,161
39410,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-surat-kuasa-pengalihan-dana-mengatasnamakan-bank-indonesia,[HOAKS] Surat Kuasa Pengalihan Dana Mengatasnamakan Bank Indonesia,Surat Kuasa Pengalihan Dana Mengatasnamakan Bank Indonesia,2022-01-17 04:45:59,2022,1,2022-01,2525,HOAKS,47,Surat/Undangan Palsu Mengatasnamakan Instansi,54
39409,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-akun-palsu-mengatasnamakan-anggota-dprd-kepri-dr-h-irwansyah-s-e-m-m,"[HOAKS] Akun Palsu Mengatasnamakan Anggota DPRD Kepri Dr. H. Irwansyah, S.E., M.M.","Akun Palsu Mengatasnamakan Anggota DPRD Kepri Dr. H. Irwansyah, S.E., M.M.",2022-01-17 04:45:12,2022,1,2022-01,2360,HOAKS,2,Akun Facebook Palsu Mengatasnamakan Tokoh/Pejabat,109
39395,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-13-januari-2022-guru-yang-hamili-santri-akan-ditembak-dalam-jarak-5-meter-tepat-di-bagian-jantung,"[DISINFORMASI] 13 Januari 2022, Guru yang Hamili Santri akan Ditembak dalam Jarak 5 Meter Tepat di Bagian Jantung","13 Januari 2022, Guru yang Hamili Santri akan Ditembak dalam Jarak 5 Meter Tepat di Bagian Jantung",2022-01-16 06:31:38,2022,1,2022-01,4825,DISINFORMASI,63,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,114
39394,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-video-peristiwa-gempa-di-banten-pada-14-januari-2022,[DISINFORMASI] Video Peristiwa Gempa di Banten pada 14 Januari 2022,Video Peristiwa Gempa di Banten pada 14 Januari 2022,2022-01-16 06:31:55,2022,1,2022-01,2720,DISINFORMASI,53,"Bencana, Banjir, dan Cuaca Ekstrem",59
39393,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-nomor-whatsapp-mengatasnamakan-wakil-bupati-pacitan-gagarin-s-sos,"[HOAKS] Nomor WhatsApp Mengatasnamakan Wakil Bupati Pacitan Gagarin, S.Sos","Nomor WhatsApp Mengatasnamakan Wakil Bupati Pacitan Gagarin, S.Sos",2022-01-16 06:31:47,2022,1,2022-01,2380,HOAKS,0,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,80
39363,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-video-tsunami-menyapu-pengunjung-pantai,[DISINFORMASI] Video Tsunami Menyapu Pengunjung Pantai,Video Tsunami Menyapu Pengunjung Pantai,2022-01-15 06:39:35,2022,1,2022-01,4849,DISINFORMASI,37,"Bencana, Banjir, dan Cuaca Ekstrem",84
39362,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-aksi-penculikan-anak-di-cianjur,[HOAKS] Aksi Penculikan Anak di Cianjur,Aksi Penculikan Anak di Cianjur,2022-01-15 06:39:27,2022,1,2022-01,3291,HOAKS,11,Penculikan Anak dan Kriminalitas,121
39360,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-jadwal-sim-keliling-polres-blitar-januari-2022,[HOAKS] Jadwal SIM Keliling Polres Blitar Januari 2022,Jadwal SIM Keliling Polres Blitar Januari 2022,2022-01-15 06:39:04,2022,1,2022-01,2281,HOAKS,50,Topik Lainnya,118
39359,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-pesan-penipuan-minta-sumbangan-atas-nama-bupati-bondowoso,[HOAKS] Pesan Penipuan Minta Sumbangan Atas Nama Bupati Bondowoso,Pesan Penipuan Minta Sumbangan Atas Nama Bupati Bondowoso,2022-01-15 06:38:54,2022,1,2022-01,1911,HOAKS,0,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,72
39358,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-akun-whatsapp-mengatasnamakan-bupati-pati,[HOAKS] Akun WhatsApp Mengatasnamakan Bupati Pati,Akun WhatsApp Mengatasnamakan Bupati Pati,2022-01-15 06:38:44,2022,1,2022-01,1929,HOAKS,0,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,96
39341,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-vaksin-booster-berbayar-untuk-masyarakat-yang-tidak-punya-kartu-bpjs-kesehatan,[DISINFORMASI] Vaksin Booster Berbayar untuk Masyarakat yang Tidak Punya Kartu BPJS Kesehatan,Vaksin Booster Berbayar untuk Masyarakat yang Tidak Punya Kartu BPJS Kesehatan,2022-01-14 06:29:43,2022,1,2022-01,19524,DISINFORMASI,3,Kesehatan dan Vaksin COVID-19,119
39340,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-booster-vaksin-covid-19-diberikan-setiap-6-bulan-sekali,[HOAKS] Booster Vaksin Covid-19 Diberikan Setiap 6 Bulan Sekali,Booster Vaksin Covid-19 Diberikan Setiap 6 Bulan Sekali,2022-01-14 06:29:35,2022,1,2022-01,4661,HOAKS,3,Kesehatan dan Vaksin COVID-19,145
39339,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-kuesioner-berhadiah-dalam-rangka-perayaan-hut-toyota-ke-80,[HOAKS] Kuesioner Berhadiah dalam Rangka Perayaan HUT Toyota Ke-80,Kuesioner Berhadiah dalam Rangka Perayaan HUT Toyota Ke-80,2022-01-14 06:29:27,2022,1,2022-01,2186,HOAKS,81,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,88
39329,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-akses-akun-facebook-gunakan-bukti-vaksinasi-covid-19,[HOAKS] Akses Akun Facebook Gunakan Bukti Vaksinasi Covid-19,Akses Akun Facebook Gunakan Bukti Vaksinasi Covid-19,2022-01-13 06:21:42,2022,1,2022-01,2662,HOAKS,2,Akun Facebook Palsu Mengatasnamakan Tokoh/Pejabat,91
39328,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-video-harimau-melintas-di-jalur-cisaga-rancah-ciamis,[DISINFORMASI] Video Harimau Melintas di Jalur Cisaga-Rancah Ciamis,Video Harimau Melintas di Jalur Cisaga-Rancah Ciamis,2022-01-13 06:21:32,2022,1,2022-01,2711,DISINFORMASI,34,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,92
39327,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-lowongan-kerja-di-pelabuhan-kijing,[HOAKS] Lowongan Kerja di Pelabuhan Kijing,Lowongan Kerja di Pelabuhan Kijing,2022-01-13 06:21:13,2022,1,2022-01,4064,HOAKS,4,Rekrutmen dan Lowongan Kerja Palsu,97
39326,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-video-polres-singkawang-menggunakan-bahasa-mandarin-bukan-indonesia,[DISINFORMASI] Video Polres Singkawang Menggunakan Bahasa Mandarin bukan Indonesia,Video Polres Singkawang Menggunakan Bahasa Mandarin bukan Indonesia,2022-01-13 06:21:05,2022,1,2022-01,2444,DISINFORMASI,8,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,97
39325,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-seleksi-pegawai-non-pns-khusus-guru-tanpa-tes-di-kepulauan-meranti,[HOAKS] Seleksi Pegawai Non PNS Khusus Guru Tanpa Tes di Kepulauan Meranti,Seleksi Pegawai Non PNS Khusus Guru Tanpa Tes di Kepulauan Meranti,2022-01-13 06:20:58,2022,1,2022-01,1895,HOAKS,5,Surat/Undangan Palsu Mengatasnamakan Instansi,109
39324,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-penculikan-anak-di-sindang-barang-bogor,[DISINFORMASI] Penculikan Anak di Sindang Barang Bogor,Penculikan Anak di Sindang Barang Bogor,2022-01-13 06:20:50,2022,1,2022-01,3137,DISINFORMASI,11,Penculikan Anak dan Kriminalitas,80
39302,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-penyebaran-varian-omicron-lebih-cepat-dari-jadwal-mei-2022,[HOAKS] Penyebaran Varian Omicron Lebih Cepat dari Jadwal Mei 2022,Penyebaran Varian Omicron Lebih Cepat dari Jadwal Mei 2022,2022-01-12 06:32:13,2022,1,2022-01,5783,HOAKS,30,COVID-19 dan Virus Corona,121
39301,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tes-pcr-tidak-mampu-membedakan-virus-sars-cov-2-dan-influenza,[HOAKS] Tes PCR Tidak Mampu Membedakan Virus SARS-Cov-2 dan Influenza,Tes PCR Tidak Mampu Membedakan Virus SARS-Cov-2 dan Influenza,2022-01-12 06:32:02,2022,1,2022-01,2926,HOAKS,30,COVID-19 dan Virus Corona,167
39300,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-pemadaman-listrik-di-sejumlah-wilayah-indonesia-akibat-krisis-batu-bara,[HOAKS] Pemadaman Listrik di Sejumlah Wilayah Indonesia akibat Krisis Batu bara,Pemadaman Listrik di Sejumlah Wilayah Indonesia akibat Krisis Batu bara,2022-01-12 06:31:51,2022,1,2022-01,5182,HOAKS,61,"Isu Politik, Korupsi, dan Tokoh Publik",112
39299,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-akun-whatsapp-mengatasnamakan-kepala-bidang-di-dinas-penanaman-modal-dan-pelayanan-terpadu-satu-pintu-kabupaten-buleleng,[HOAKS] Akun WhatsApp Mengatasnamakan Kepala Bidang di Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu Kabupaten Buleleng,Akun WhatsApp Mengatasnamakan Kepala Bidang di Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu Kabupaten Buleleng,2022-01-12 06:31:41,2022,1,2022-01,1750,HOAKS,0,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,113
39283,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-video-pendaratan-darurat-pesawat-garuda-indonesia-di-iran,[DISINFORMASI] Video Pendaratan Darurat Pesawat Garuda Indonesia di Iran,Video Pendaratan Darurat Pesawat Garuda Indonesia di Iran,2022-01-11 07:02:48,2022,1,2022-01,6455,DISINFORMASI,17,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,128
39282,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-foto-masjid-meledak-saat-salat-jumat-sebanyak-67-jamaah-meninggal-dunia,"[DISINFORMASI] Foto “Masjid meledak saat salat Jumat, sebanyak 67 jamaah meninggal dunia”","Foto “Masjid meledak saat salat Jumat, sebanyak 67 jamaah meninggal dunia”",2022-01-11 07:02:38,2022,1,2022-01,2598,DISINFORMASI,7,Agama dan Isu Sosial Keagamaan,91
39281,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-surat-pengangkatan-guru-honorer,[HOAKS] Surat Pengangkatan Guru Honorer,Surat Pengangkatan Guru Honorer,2022-01-11 07:02:30,2022,1,2022-01,2603,HOAKS,5,Surat/Undangan Palsu Mengatasnamakan Instansi,75
39280,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-lowongan-pekerjaan-pt-pln-sumatera-utara,[HOAKS] Lowongan Pekerjaan PT PLN Sumatera Utara,Lowongan Pekerjaan PT PLN Sumatera Utara,2022-01-11 07:02:13,2022,1,2022-01,2756,HOAKS,4,Rekrutmen dan Lowongan Kerja Palsu,104
39279,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-foto-anies-baswedan-di-dalam-sumur-resapan,[HOAKS] Foto Anies Baswedan di Dalam Sumur Resapan,Foto Anies Baswedan di Dalam Sumur Resapan,2022-01-11 07:02:05,2022,1,2022-01,2676,HOAKS,61,"Isu Politik, Korupsi, dan Tokoh Publik",97
39267,https://www.komdigi.go.id/berita/berita-hoaks/detail/disinformasi-penerima-vaksin-covid-19-lebih-mudah-terinfeksi-omicron,[DISINFORMASI] Penerima Vaksin Covid-19 Lebih Mudah Terinfeksi Omicron,Penerima Vaksin Covid-19 Lebih Mudah Terinfeksi Omicron,2022-01-10 06:09:40,2022,1,2022-01,4224,DISINFORMASI,3,Kesehatan dan Vaksin COVID-19,143
