Topic,Count,Name,Representation,Representative_Docs
68,60,68_megawati_pdip_soekarnoputri_megawati soekarnoputri,"['megawati', 'pdip', 'soekarnoputri', 'megawati soekarnoputri', 'pdip megawati', 'ketua umum', 'perjuangan', 'hasto', 'partai', 'kpk']","['megawati akan minum obat nyamuk jika pdip kalah pilpres beredar di facebook sebuah unggahan video yang diklaim berisi informasi bahwa ketua umum partai demokrasi indonesia perjuangan pdip megawati soekarnoputri akan meminum obat nyamuk jika pdip kalah pada pemilihan presiden pilpres video tersebut beredar dengan judul viral meg4wat1 b3rsump4h ak4n m1num b4yg0n jik4 p dip k4l4h pilpres informasi bahwa megawati soekarnoputri akan meminum obat nyamuk jika pdip kalah pada pilpres adalah foto thumbnail dalam video tersebut merupakan foto megawati soekarnoputri ketika menyampaikan pidato di hut ke pdip pada januari lalu sementara itu dibacakan pada video tersebut diambil dari artikel wartaekonomi co id dengan judul ada yang bersumpah rela minum baygon jika capres jagoannya kalah megawati bolak balik menagih sehingga keseluruhan isi narasi video dengan judul yang beredar tidak sesuai dan tidak ditemukan informasi terkait megawati soekarnoputri yang mengucap akan meminum obat nyamuk jika pdip kalah pada pilpres hoaks', 'megawati dan hary tanoesoedibjo datangi kpk setelah hasto ditahan video di tiktok yang mengeklaim ketua umum partai demokrasi indonesia perjuangan pdip megawati soekarnoputri dan pendiri partai persatuan indonesia perindo hary tanoesoedibjo mendatangi gedung komisi pemberantasan korupsi kpk keduanya datang ke gedung lembaga antirasuah itu setelah sekjen pdip hasto kristiyanto ditahan komisi pemberantasan korupsi kpk adalah atau hoaks kompas com video tersebut identik dengan kanal youtube kompas tv ketika ketua umum pdip megawati menghadiri musyawarah kerja nasional mukernas partai perindo pada juli dalam pidatonya ketua umum pdip megawati mengingatkan bahwa para kader pdip tengah disasar melalui berbagai kasus hukum lebih lanjut pada desember ketua umum pdip megawati pernah mengatakan akan mendatangi kpk jika hasto ditahan namun hingga kini belum ada kabar ketua umum pdip megawati datang ke gedung kpk hoaks', 'megawati sebut jokowi bagian dari pki unggahan video di tiktok dengan mengeklaim ketua umum partai demokrasi indonesia perjuangan pdip megawati soekarnoputri menyebut presiden joko widodo jokowi merupakan bagian partai komunis indonesia pki narasi soal megawati mengatakan jokowi merupakan bagian dari pki adalah tidak tepat berdasarkan hasil penelusuran video megawati tersebut identik dengan konten di kanal youtube detikcom dalam video utuhnya megawati memang tengah membahas soal tuduhan bahwa pdip dan jokowi adalah pki hal itu disampaikan megawati saat pengumuman calon gubernur dan wakil gubernur yang diusung pdip pada pilkada akan tetapi video tersebut telah dipotong seolah olah megawati mengatakan bahwa jokowi adalah pki dalam video utuhnya megawati justru tengah membantah isu pki yang sering dituduhkan kepada dirinya dan pdip yang dipimpinnya hoaks']"
69,128,69_lagu_bahasa_indonesia raya_suara,"['lagu', 'bahasa', 'indonesia raya', 'suara', 'utang', 'pki', 'indonesia negara', 'presiden', 'raya', 'pidato']","['lagu indonesia raya sudah diganti facebook sebuah video yang memperlihatkan sejumlah orang sedang menyanyikan lagu indonesia raya dalam sebuah acara video tersebut diiringi mengklaim bahwa orang orang dalam video tersebut mengganti lagu indonesia raya video tersebut diunggah pada sabtu mei medcom id klaim adanya video yang memperlihatkan sejumlah orang mengganti lagu indonesia raya adalah salah bukan diganti sejumlah orang dalam video itu menyanyikan lagu indonesia versi stanza yang lebih panjang turnbackhoax id lagu indonesia raya stanza seperti terdengar dari video yang beredar sesuai dengan uu tahun tentang bendera bahasa dan lambang negara serta lagu kebangsaan video itu bagian dari acara peluncuran program literasi digital nasional pada mei acara itu disiarkan langsung di tv nasional dan swasta serta live streaming di kanal youtube kementerian kominfo dan siberkreasi video dengan durasi lebih panjang dan lengkap disiarkan langsung di kanal youtube kemkominfo tv pada mei dengan judul peluncuran program literasi digital nasional disinformasi', 'video lagu indonesia raya dengan lirik yang diganti video singkat di facebook yang mengeklaim bahwa ada sekumpulan orang sedang menyanyikan lagu indonesia raya tetapi dengan lirik yang berbeda cekfakta tempo co video lagu indonesia raya yang liriknya diganti adalah keliru lirik lagu yang dinyanyikan sekelompok orang tersebut tidak mengubah lirik lagu indonesia raya lirik yang dinyanyikan tersebut merupakan lagu indonesia raya stanza seperti lirik yang terdapat dalam situs resmi kemendikbud kebudayaan kemdikbud go id lagu indonesia raya stanza merupakan salah satu lambang negara yang menjadi simbol persatuan dan kebanggaan masyarakat indonesia lagu ini diciptakan oleh wage rudolf supratman dan dimainkan pertama kali pada oktober disinformasi', 'lagu jayalah indonesiaku versi mandarin adalah lagu kebangsaan indochina disinformasi setelah viral beredar adanya lagu jayalah indonesia dengan bahasa mandarin yang merupakan lagu wajib untuk lomba paduan suara che bin sai di kota pekalongan tahun dalam rangka sumpah pemuda beredar isu bahwa lagu tersebut merupakan lagu kebangsaan indochina berbagai sumber ditemukan fakta bahwa lagu tersebut lagu tersebut memang versi mandarin dari lagu berjudul jayalah indonesiaku yang diciptakan oleh soe sien ming dan thung cu lan yang dinyanyikan oleh hilmi monique lagu tersebut menjadi salah satu lagu dalam album vcd karaoke lagu lagu cinta tanah air yang diproduksi pt gema nada pertiwi dari pemeriksaan fakta tersebut menyebutkan bahwa lagu jayalah indonesiaku versi bahasa mandarin adalah lagu kebangsaan indochina adalah salah narasi ini menyesatkan bagi warganet yang membaca unggahan tersebut']"
70,66,70_ikan_buaya_sungai_seekor,"['ikan', 'buaya', 'sungai', 'seekor', 'laut', 'pari', 'dikonsumsi', 'patung', 'kemunculan', 'manusia']","['buaya dua kepala ditemukan di florida hoaks sebuah gambar yang tidak biasa beredar di dimaksudkan untuk menunjukkan seekor buaya dengan dua kepala terlihat di tampa florida diduga seorang pria menemukan buaya aneh di sepanjang sungai hillsborough setelah ditelusuri lebih lanjut adanya komisi konservasi ikan dan satwa liar florida mengatakan mereka tidak menerima panggilan tentang ditemukannya buaya dengan kepala dua tidak berapa lama kemudian arnold seorang seniman yang menciptakan lukisan dan patung makhluk yang tidak biasa dan mempostingnya di blog tumblr miliknya dan salah satu karyanya adalah patung buaya dengan dua kepala', 'puluhan buaya lepas dari penangkaran di bogor ke sungai cisadane pesan di whatsapp yang memberikan informasi tentang puluhan buaya lepas dari penangkaran di bogor ke sungai cisadane pesan tersebut bernarasi buat warga yg dekat bantaran kali cisadane agar ber hati karna penangkaran buaya di bogor jebolbaru k tangkap satu buaya d daerah cisauk masih bnyak buaya yg belum tertangkap kumparan com balai besar konservasi sumber daya alam bksda wilayah i jawa barat memastikan tidak ada buaya yang lepas dari penangkaran di bogor ke sungai cisadane petugas ppns bksda jabar adjat sudrajat mengatakan bahwa informasi yang beredar di percakapan whatsapp tersebut hoaks adjat sudrajat memastikan selama puluhan tahun bertugas di wilayah bogor tidak ada satu penangkaran buaya hoaks', 'penemuan seekor buaya di pelabuhan paotere makassar unggahan video di facebook yang mengeklaim penemuan seekor buaya di sekitar pelabuhan paotere makassar unggahan video tersebut memperlihatkan seekor buaya yang diikat dan diletakan di dermaga pelabuhan paotere kota makassar provinsi sulawesi selatan dan dikelilingi oleh sejumlah orang dengan keterangan buaya laut didapat di pelabuhan paotere klaim dalam unggahan video tersebut adalah keliru suara com seksi wilayah iv balai besar konservasi sumber daya alam sulawesi selatan bb ksda menjelaskan bahwa buaya yang dibawa ke pelabuhan paotere makassar dalam kondisi terikat adalah buaya muara crocodylus porosus yang merupakan hasil evakuasi dari pulau sumanga desa balo baloang kecamatan liukang tangaya kabupaten pangkajene dan kepulauan pangkep provinsi sulawesi selatan berdasarkan hal tersebut diketahui bahwa video buaya yang beredar merupakan buaya yang ditemukan di pulau sumanga desa balo baloang kecamatan liukang tangaya kabupaten pangkajene dan kepulauan pangkep bukan di sekitar pelabuhan paotere makassar hoaks']"
71,70,71_malaysia_perang_tni_singapura,"['malaysia', 'perang', 'tni', 'singapura', 'kapal', 'malaysia video', 'selat', 'militer', 'siap', 'malaka']","['perdana menteri malaysia anwar ibrahim menantang indonesia untuk berperang di facebook berisi mengeklaim perdana menteri malaysia anwar ibrahim menantang indonesia untuk berperang dalam menyelesaikan sengketa perbatasan adalah kompas com pernyataan asli pm malaysia anwar ibrahim telah dipelintir sehingga menegaskan ia menentang indonesia berperang tempo co anwar mengatakan bahwa persoalan perbatasan ambalat antara indonesia dan malaysia tidak akan berkembang menjadi konflik bersenjata seperti yang terjadi antara thailand dan kamboja ia mengaku sempat mendapat tekanan dari sejumlah anggota parlemen oposisi di malaysia yang menuntut sikap tegas dalam persoalan perbatasan terutama soal wilayah sulawesi dan blok ambalat namun anwar justru menekankan negosiasi sebagai solusi masalah perbatasan', 'pisah dari malaysia sabah dan sarawak resmi gabung dengan indonesia beredar di facebook sebuah unggahan video dengan klaim menyebut bahwa negara bagian malaysia yang terletak di pulau kalimantan yakni sabah dan sarawak telah berpisah dari malaysia disebutkan pula bahwa kedua wilayah tersebut bergabung dengan indonesia cekfakta tempo co klaim sabah dan sarawak telah berpisah dari malaysia dan resmi bergabung dengan indonesia adalah keliru adapun video pada unggahan tersebut merupakan potongan video dari peristiwa yang berbeda diketahui sampai saat ini sabah dan sarawak masih merupakan negara bagian federasi malaysia usulan referendum sabah dan sarawak sejauh ini masih merupakan wacana dan isu yang diperbincangkan namun belum ada keputusan pemerintah malaysia terkait wacana tersebut hoaks', 'indonesia tembakkan rudal ke malaysia unggahan video di yang mengklaim indonesia menembakkan rudal ke malaysia karena sengketa blok ambalat klaim dengan narasi video yang menyatakan indonesia menyerang malaysia dengan menggunakan rudal terkait dengan sengketa ambalat tempo co tidak ditemukan informasi dari laman berita kredibel atau akun resmi pemerintahan yang membenarkan setelah ditelusuri hasilnya tidak ada serangan rudal dari indonesia ke malaysia karena sengketa blok ambalat kepala biro informasi pertahanan kementerian pertahanan kolonel arm rico ricardo sirait mengatakan indonesia tak pernah mengirimkan rudal yang menargetkan malaysia seperti dalam video yang beredar juga tidak pernah ada operasi militer apa pun ke malaysia materi video yang beredar bukan bagian dari aktivitas pertahanan indonesia kata rico kepada tempo selasa november']"
72,52,72_judi_judi online_online video_game,"['judi', 'judi online', 'online video', 'game', 'bermain', 'mempromosikan', 'kecanduan', 'kaya', 'sim', 'ai']","['tautan pendaftaran penerima bansos korban judi online facebook yang mengeklaim adanya sebuah tautan pendaftaran bantuan sosial bansos untuk para korban judi online klaim dalam unggahan tersebut adalah kompas com setelah tautan itu dicek menggunakan wheregoes yang mana hasilnya tautan tersebut mengarah ke situs judi bukan situs untuk mendapatkan bansos untuk diketahui pemberian bansos untuk korban judi online sempat dikemukakan oleh menteri koordinator bidang pembangunan manusia dan kebudayaan menko pmk muhadjir effendy pada juni ia mengatakan terdapat peluang korban judi online masuk ke dalam data terpadu kesejahteraan sosial dtks agar menerima bansos namun wacana tersebut menarik kontroversi muhadjir pun mengklarifikasi bahwa sasaran penerima bansos bukan pelaku judi tetapi keluarganya seperti diberitakan kompas com pada juni sementara itu presiden joko widodo mengatakan pada juni pemerintah tidak memiliki rencana memberikan bansos untuk pelaku maupun keluarga pelaku judi online hoaks', 'pemerintah bagikan bantuan sosial melalui situs judi unggahan video di facebook yang mengeklaim bahwa pemerintah akan bagikan bantuan sosial melalui situs judi online akun tersebut membagikan video menteri koordinator bidang pembangunan manusia dan kebudayaan menko pmk muhadjir effendy sedang diwawancarai yang mengatakan warga yang menjadi korban judi online bisa mengambil bantuan sosial melalui sebuah situs judi online klaim dalam unggahan video tersebut adalah kompas com setelah ditelusuri klip lain yang menampilkan seorang pria mengaku telah menerima bantuan sosial dari situs judi klip video tersebut identik dengan video di kanal youtube kompas tv yang dalam video aslinya pria tersebut bukan penerima bantuan sosial dari judi online melainkan orang tua editor metro tv yang ditemukan tewas di pinggir jalan tol jorr pesanggrahan arah pondok pinang jakarta pada tahun hoaks', 'video rhoma irama dan dennis lim promosikan judi online video di facebook yang mengeklaim bahwa rhoma irama dan dennis lim mempromosikan situs judi online dalam videonya dijelaskan bahwa dennis lim adalah mantan bandar judi online yang sudah bertobat dan akan membagikan uang kepada siapapun yang main di salah satu situs judi online yang dipromosikannya adalah atau hoaks tempo com tim tempo menelusuri sumber video yang dibagikan dengan mengunjungi akun youtube milik rhoma irama yaitu rhoma irama official hasilnya video tersebut merupakan video rekayasa dengan menggunakan kecerdasan buatan atau artificial intelligence ai video aslinya tidak terkait dengan promosi situs judi online potongan video itu merupakan video dennis lim saat menjadi tamu di acara bisikan rhoma yang diunggah pada akun youtube rhoma irama official pada juli yang berjudul bisikan rhoma inspiratif cerita koh dennis lim dulu bandar judi sekarang jadi da i hoaks']"
73,99,73_polri_tni_tni polri_kepolisian,"['polri', 'tni', 'tni polri', 'kepolisian', 'mabes polri', 'humas polri', 'mabes', 'divisi', 'divisi humas', 'polda']","['broadcast mengatasnamakan brigjen pol dr dedi prasetyo tentang uu polri baru hoaks telah beredar broadcast informasi dengan yang kurang lebih berbunyi buat anggota tni sebentar lagi uu kami yang baru akan disahkan uu polri yang bisa nangkap kamu langsung memprores bap kamu da memenjarakan kamu di lapas sipil terima kasih pdi dan jokowi kalian telah mendukung cita cita niat dan keinginan polri masa kini broadcast ini disebar dengan mengatasnamakan karo penmas divisi humas polri brigjen pol dr dedi prasetyo m hum m si m m karo penmas divisi humas polri brigjen pol dr dedi prasetyo m hum m si m m melalui akun resmi divisi humas polri membantah serta menegaskan bahwa pihaknya tidak pernah membuat statement tersebut maka dapat dipastikan bahwa broadcast yang beredar tersebut adalah fitnah dan hoaks', 'mobilitas personel bin dan upaya pendeskreditan netralitas tni oleh polri dan bin hoaks di berbagai sosial media mengenai upaya oknum polri di bin untuk menjelekan tni agar terlihat tidak netral pada pemilu dalam beredar terdapat tni yang seakan menjadi tumbal untuk mewujudkan democrating policing mengenai informasi yang telah beredar di sosial media tersebut akun pusat penerangan tni dan divisi humas polri yang telah terverifikasi memberikan keterangan bahwa adalah menurut akun divisi humas polri postingan tersebut hanya bertujuan menghancurkan sinergitas tni polri yang sudah terjalin lama institusi polri dan tni bersikap netral dan keduanya melakukan operasi gabungan untuk mengamankan pemilu agar berjalan dengan aman dan kondusif', 'unggahan twitter mengatasnamakan divisi humas polri beredar tangkapan layar di facebook yang memperlihatkan unggahan twitter mengatasnamakan divisi humas polri dalam unggahan twitter itu dituliskan bahwa polri akan memberangus siapa saja yang mengganggu kerja presiden ri ir h joko widodo setelah ditelusuri diketahui unggahan yang mengatasnamakan divisi humas polri tersebut adalah atau hoaks humas polda papua melalui laman instagram resminya humaspoldapapua menegaskan bahwa divisi humas polri tidak pernah memposting seperti dalam unggahan yang beredar selain itu username akun resmi divisi humas polri pada twitter adalah divhumas polri hoaks']"
74,52,74_paru_rokok_paru paru_merokok,"['paru', 'rokok', 'paru paru', 'merokok', 'asap', 'oksigen', 'membersihkan', 'udara', 'berhenti', 'penyakit']","['rebusan daun kelor dan air kelapa membersihkan paru paru dari asap rokok di facebook yang mengeklaim bahwa rebusan daun kelor dan air kelapa ampuh membersihkan paru paru dari asap rokok dalam narasi menyebutkan pula bahwa ramuan tersebut mampu menyembuhkan berbagai penyakit paru paru disarankan agar daun kelor direbus dalam air kelapa hingga mendidih lalu diminum rutin setiap hari untuk mendapatkan khasiatnya adalah tempo co penelitian mengenai efektivitas ekstrak daun kelor memperbaiki kerusakan paru paru baru sebatas pada tikus model bukan pada manusia dokter spesialis paru rsud dr soetomo surabaya dr faradila nur aini sp p menegaskan bahwa belum ada riset yang mendukung klaim bahwa meminum rebusan air kelapa bersama daun kelor dapat mencuci paru paru secara instan agar paru paru tetap bersih cara terbaik adalah dengan segera berhenti merokok', 'ramuan bawang putih bisa bersihkan paru paru dari nikotin dan tar akibat rokok beredar di facebook sebuah informasi yang mengklaim bahwa ramuan bawang putih dan bahan bahan rempah lainnya memiliki khasiat untuk membersihkan dan membantu menghilangkan racun pada paru paru dari nikotin dan tar akibat kebiasaan merokok kompas com ketua umum perhimpunan dokter paru indonesia pdpi dr agus dwi santoso sp p k mengatakan informasi yang mengklaim bahwa ramuan bawang putih dapat membersihkan dan menghilangkan racun pada paru paru dari nikotin dan tar adalah karena belum ada bukti ilmiah terkait dr agus juga menambahkan kunci membersihkan paru paru dari nikotin dan tar bagi perokok adalah dengan menghentikan kebiasaan merokok jika kebiasaan merokok tidak dihentikan maka paru paru akan tetap kotor meski perokok meminum ramuan tersebut setiap hari hoaks', 'ramuan rebusan jahe kunyit kencur dan serai bersihkan paru paru dari asap rokok tiktok yang menampilkan cara membuat ramuan rebusan jahe kunyit kencur dan serai yang diklaim dapat membersihkan paru paru dari lendir dan asap rokok klaim paru paru kotor karena asap rokok dan polusi bisa hilang dengan ramuan rimpang dari rebusan jahe kunyit kencur dan serai tempo co belum ada produk yang terbukti efektif membersihkan paru paru secara instan beberapa bahan yang diklaim sebagai pembersih justru berisiko membahayakan kesehatan sejatinya paru paru memiliki mekanisme pembersihan mandiri salah satunya melalui batuk yang tidak selalu menandakan penyakit cara terbaik menjaga kesehatan paru paru adalah dengan menghindari racun seperti asap rokok vaping dan polusi kebiasaan merokok sendiri menyumbang persen kematian akibat kanker paru paru dan persen kematian karena penyakit paru obstruktif kronik ppok']"
75,210,75_pria_pembegalan_luka_wanita,"['pria', 'pembegalan', 'luka', 'wanita', 'begal', 'perempuan', 'pelaku', 'tangan', 'seorang pria', 'nenek']","['foto dan video korban tawuran di pekanbaru disinformasi di facebook foto dan video korban tawuran di pekanbaru yang mana pada unggahan tersebut terlihat luka serius yang dialami oleh para korban seperti tangan buntung punggung menganga dan lain halnya hal tersebut telah diklarifikasi oleh kabid humas polda riau akbp sunarto beliau mengatakan tak ada korban yang putus tangan seperti foto foto yang beredar saat ini dan juga tidak ada korban dengan sejumlah luka di bagian belakangnya seperti dalam video itu semua hoax yang ada di lapangan ada empat korban yaitu korban berinisial ra mengalami luka sayatan di bagian pergelangan tangan kanan a dibagian kepala dirawat di rs ibnu sina dan dua lainnya luka luka dirawat di rsud arifin ahmad kita himbau kepada masyarakat pengguna medsos untuk tidak menyebarkan ulang foto foto dan video tersebut sebab hal ini akan memperuncing persoalan yang sebenarnya tidak sedemikian adanya', 'foto korban begal di sowak simpur beredar postingan di facebook yang memperlihatkan foto seorang perempuan dengan banyak luka dengan narasi postingan menyebutkan perempuan tersebut adalah korban begal yang terjadi di suka bangun sowak simpur informasi mengenai korban begal tersebut adalah setelah dilakukan penelusuran oleh team hunter polrestabes palembang perempuan dalam postingan yang beredar itu bukan korban aksi begal melainkan korban kecelakaan lalu lintas disinformasi', 'foto korban begal hingga kaki putus di wilayah entikong foto yang diunggah oleh salah satu pengguna whatsapp unggahan itu menampilkan foto seorang yang diklaim sebagai korban pembegalan di wilayah entikong sanggau kalimantan barat korban tersebut mengalami luka serius akibat tindak kejahatan begal yang mengakibatkan kakinya terputus informasi yang menjelaskan tentang korban pembegalan di entikong pada unggahan whatsapp tersebut adalah pada milik polsek entikong diklarifikasi bahwa tidak ditemukan kasus pembegalan dengan foto korban seperti yang terlihat pada unggahan foto tersebut pihak polsek entikong juga mengimbau agar masyarakat tidak mudah membagikan informasi yang belum jelas kebenarannya hoaks']"
76,79,76_ponsel_hp_smartphone_chip,"['ponsel', 'hp', 'smartphone', 'chip', 'handphone', 'listrik', 'sirkuit', 'pedulilindungi', 'jne', 'sim']","['menempelkan dua peniti bisa memperkuat sinyal ponsel di tiktok yang membagikan video memperlihatkan seseorang yang memasang dua peniti dengan posisi berlawanan pada bagian belakang ponsel metode ini diyakini mampu meningkatkan kekuatan sinyal ponsel dibandingkan sebelumnya salah tempo co yang mewawancarai beberapa akademisi yang ahli di bidang jaringan dan telekomunikasi hasilnya yang berdasarkan analisis dua peneliti menyatakan kepala laboratorium telekomunikasi multimedia di fakultas teknik universitas jember ir widya cahyadi s t m t menjelaskan bahwa menempelkan logam seperti peniti ke perangkat ponsel apalagi dengan posisi acak tidak akan meningkatkan kualitas sinyal tindakan tersebut justru berpotensi mengganggu fungsi antena internal ponsel dan menimbulkan interferensi menurut widya bentuk dan material dari jarum peniti tidak memenuhi standar desain antena yang digunakan dalam perangkat telekomunikasi sistem antena pada ponsel dirancang dengan memperhitungkan interaksi elektromagnetik secara presisi ia menekankan bahwa klaim semacam ini tidak bisa dibuktikan tanpa riset ilmiah yang jelas dan terukur hoaks', 'seorang pria tersengat listrik karena minum air sambil charging hp video di facebook yang memperlihatkan seorang pria tersengat listrik saat mengisi baterai ponselnya narasi video itu mengklaim pria tersebut tersengat listrik karena minum air sambil charging baterai ponsel kompas com video yang diklaim memperlihatkan seorang pria tersengat listrik karena minum air saat charging baterai ponsel laman pemeriksa fakta india boomlive in menyebutkan bahwa video yang tampak seperti rekaman cctv itu merupakan rekayasa sementara itu afp fact check menyebutkan larangan menggunakan ponsel saat charging karena gelombang listrik akan menyengat tubuh adalah keliru frekuensi saluran daya listrik dalam jumlah kecil saat charging ponsel umumnya tidak berbahaya risiko terbesar muncul saat charging ponsel menggunakan pengisi daya tiruan hal itu dapat menyebabkan ponsel terbakar hoaks', 'cara deteksi ponsel disadap menggunakan nomor imei pesan cara mendeteksi ponsel yang disadap di dalam pesan tersebut dijelaskan bahwa cara mendeteksi ponsel yang disadap dengan menggunakan nomor imei dalam narasi postingan tersebut dijelaskan bahwa cara mengecek nomor imei di ponsel adalah dengan ketik jika tertera nomor imei yang disertai dengan garis miring angka sebagai contoh berarti ponsel kita sedang dipantau atau diawasi tim cyber mabes polri jika tertera angka berarti anda sudah masuk dalam target penyergapan masyarakat dihimbau agar mengurangi aktifitas di facebook dengan tidak memposting atau mengkritik pemerintahan sekarang demikian penggalan dari narasi berdasarkan postingan tersebut berdasarkan penelusuran klaim mengenai cara deteksi ponsel kita disadap menggunakan nomor imei adalah kementerian komunikasi dan informatika telah melakukan klarifikasi terkait dan dijelaskan bahwa nomor imei selular dapat diketahui dengan cara menekan sementara dua digit terakhir yang dilambangkan dengan atau adalah nomor versi perangkat lunak dan bukan pertanda ponsel sedang disadap hoaks']"
77,48,77_hiv_aids_virus_darah,"['hiv', 'aids', 'virus', 'darah', 'virus hiv', 'hepatitis', 'penularan', 'tusuk', 'penyakit', 'suntik']","['tusuk gigi bisa sebarkan aids hoaks di media sosil yang cukup meresahkan masyarakat pesan dari berisikan ancaman penyebaran hiv melalui tusuk gigi terkait hal tersebut pihak bali post langsung menanyakan pendapat ketua vct rs sanglah prof dr dr k tuti parwati merati sp pd yang sudah lama berkecimpung menangani dan mengenal virus berbahaya ini menurutnya virus hiv menginfeksi lewat penularan langsung atau direct infection ada dua penularan utama yaitu lewat darah dan cairan kelamin oleh karena itu pemakaian jarum suntik dalam hal ini pengguna narkoba yang suntik bergantian berpotensi besar menularkan hiv karena langsung lewat pembuluh darah sementara untuk hubungan seksual penularan virus melalui mikrolesi atau luka yang terjadi akibat hubungan seksual lebih lanjut mengenai tusuk gigi yang terkena darah penderita hiv menurut tuty masyarakat tidak perlu panik virus hiv biasanya langsung mati jika berada di luar tubuh inangnya waktu kematiannya tergantung dari cepat atau lambat keringnya media pengantar virus tersebut dalam hal ini darah atau cairan sperma sebagai contoh jika ada setetes darah penderita hiv jatuh ke lantai dan langsung kering seiring dengan keringnya darah virus hiv juga ikut mati hal yang sama juga berlaku untuk tusuk gigi apalagi jika darah yang menempel sudah diusap oleh pelaku sehingga darah sudah kering dan virus otomatis mati namun tuty berharap agar masyarakat lebih waspada dengan hal kecil terutama yang berhubungan dengan kesehatan meski tusuk gigi yang habis pakai tidak menularkan hiv tetapi bisa menyebabkan penyakit lain saran saya kalau mau pakai tusuk gigi lebih diperhatikan apakah sudah pernah dipakai atau tidak karena tusuk gigi habis pakai bisa saja menularkan penyakit lain papar tuty', 'penularan hiv aids melalui nanas telah di yang menceritakan bahwa bocah lelaki berusia tahun terinfeksi hiv aids setelah makan buah nanas dari pedagang pinggir jalan dalam narasinya dijelaskan bahwa penyebaran tersebut dari darah pedagang nanas yang disebarkan ke buah setelah ditelusuri lebih lanjut informasi penularan hiv melalui darah yang ditularkan ke nanas adalah tidak ada kabar atau berita terkait bocah yang terinfeksi virus hiv seperti yang dimaksud dalam pesan tersebut seseorang tidak dapat terinfeksi hiv walaupun dia mengkonsumsi makanan yang mengandung darah yang terinfeksi hiv karena virus hiv akan langsung mati ketika keluar dari tubuh penderitanya penularan hiv biasanya karena hubungan seks penggunaan jarum suntik persalinan atau menyusui dan bisa juga melalui transfusi darah hoaks', 'pisau cukur dapat tularkan virus hiv disinformasi banyak beredar kabar tentang penularan virus hiv aids sehingga cukup membuat masyarakat resah diantaranya postingan postingan di media soaial yang menyebutkan benda benda apa saja yang dapat menularkan virus hiv aids tersebut salah satunya adalah pisau cukur dalam postingan postingan tersebut dijelaskan bahwa pisau cukur dapat terkena luka dan darah pemakainya dan jika dipinjamkan kepada orang lain maka virus hiv aids dapat menular terkait hiv dokter adyana esti tenaga medis klinik angsamerah jakarta yang berkecimpung dalam dunia hiv aids menjelaskan banyak mitos dan juga hoaks terkait cara penularan hiv aids diantaranya penularan melalui jarum pisau cukur sampai dengan ciuman adapun memakai pisau cukur secara bergantian dengan odha orang dengan hiv aids tidak akan menularkan virus sebab virus mudah mati jika di udara bebas dokter adyana mengingatkan lebih lanjut agar tidak memakai secara bergantian karena alasan kebersihan']"
